open,high,low,close,tick_volume
1.4328,1.4333,1.4325999999999999,1.4332,1029
1.4331,1.4335,1.4327,1.4334,1277
1.4334,1.4334,1.432,1.432,1261
1.432,1.4342,1.432,1.4336,2423
1.4335,1.4358,1.4333,1.4344999999999999,3010
1.4344999999999999,1.4357,1.4339,1.4343,2474
1.4342,1.4352,1.4338,1.435,1920
1.435,1.4354,1.4341,1.4343,1859
1.4344000000000001,1.435,1.4332,1.4332,1653
1.4333,1.4337,1.4325,1.433,1903
1.4331,1.4341,1.4331,1.4334,1592
1.4334,1.434,1.4329,1.4334,1624
1.4335,1.4342,1.4329,1.4337,1635
1.4337,1.4346,1.4334,1.4335,1276
1.4334,1.4335,1.4328,1.4329,714
1.4329,1.4336,1.4328,1.4335,339
1.4336,1.4341,1.4332,1.4341,440
1.4341,1.4343,1.4329,1.4331,611
1.4331,1.4339,1.4331,1.4338,532
1.4337,1.4338,1.4332,1.4335,652
1.4335,1.434,1.433,1.4332,834
1.4333,1.4342,1.4331,1.4339,1244
1.4339,1.4344000000000001,1.4328,1.4332,1472
1.4332,1.4337,1.4331,1.4336,1361
1.4337,1.4342,1.4334,1.434,1031
1.434,1.4341,1.4333,1.4334,1117
1.4333,1.4346,1.4333,1.4346,1592
1.4346,1.4395,1.4341,1.4386999999999999,3260
1.4386999999999999,1.4425,1.4381,1.4415,3324
1.4414,1.4442,1.4414,1.4421,3432
1.4421,1.4471,1.4413,1.4465,3271
1.4466,1.4491,1.4454,1.4476,2926
1.4476,1.4497,1.4466,1.4479,2962
1.4478,1.4503,1.4466999999999999,1.4495,2944
1.4495,1.4506000000000001,1.4459,1.4476,3556
1.4476,1.4521,1.4459,1.4513,3659
1.4513,1.4527999999999999,1.4485999999999999,1.4496,3381
1.4496,1.4533,1.4487,1.4519,2654
1.4518,1.4519,1.4497,1.4517,1965
1.4517,1.4517,1.4485999999999999,1.4487,2331
1.4487999999999999,1.4508,1.4483,1.4498,1601
1.4498,1.4498,1.4477,1.4477,1053
1.4477,1.4493,1.4475,1.4493,836
1.4493,1.4502,1.4485000000000001,1.45,1097
1.4499,1.4508,1.4499,1.4501,1037
1.45,1.4505,1.4487,1.4504000000000001,1527
1.4505,1.4516,1.4503,1.4505,2052
1.4505,1.4505,1.4485000000000001,1.4494,1776
1.4493,1.45,1.4482,1.4482,1543
1.4481,1.4489,1.4481,1.4484,1345
1.4484,1.4501,1.4482,1.4497,1677
1.4497,1.4514,1.4481,1.4483,2672
1.4483,1.4492,1.4466,1.4485000000000001,3131
1.4484,1.4498,1.4473,1.4496,2567
1.4495,1.4512,1.4485999999999999,1.4495,2480
1.4495,1.45,1.4487999999999999,1.4493,1829
1.4493,1.4527,1.4487,1.4521,1610
1.4522,1.4562,1.4514,1.4551,678
1.455,1.4584,1.455,1.4572,791
1.4573,1.4599,1.4571,1.4579,807
1.458,1.4586000000000001,1.4567999999999999,1.4571,577
1.457,1.4572,1.4562,1.4572,378
1.4571,1.4572,1.4548,1.4548,428
1.4546999999999999,1.4549,1.4533,1.4543,562
1.4542,1.4557,1.4538,1.4552,397
1.4551,1.4567999999999999,1.4549,1.4556,340
1.4557,1.4573,1.4553,1.4564,284
1.4563,1.4564,1.4552,1.4553,212
1.4552,1.4557,1.4544000000000001,1.4548,187
1.4549,1.4556,1.4544000000000001,1.4555,260
1.4556,1.456,1.4542,1.4553,421
1.4554,1.4562,1.4551,1.4558,263
1.4559,1.4576,1.4556,1.4574,307
1.4573,1.458,1.4571,1.4575,249
1.4576,1.4583,1.4567999999999999,1.4581,345
1.4582,1.4585,1.4567999999999999,1.4571,371
1.457,1.4576,1.4562,1.4569,442
1.457,1.4579,1.4541,1.4552,499
1.455,1.4561,1.4529,1.4538,468
1.4537,1.455,1.4525000000000001,1.4538,551
1.4539,1.4563,1.4519,1.4561,685
1.456,1.4607,1.4543,1.4572,781
1.4573,1.4585,1.4502,1.4533,972
1.4534,1.4571,1.4524,1.4561,745
1.4563,1.4579,1.455,1.4566,526
1.4565000000000001,1.46,1.4558,1.4591,393
1.459,1.4612,1.458,1.46,590
1.4601,1.4609,1.4582,1.4583,323
1.4582,1.4586000000000001,1.4567999999999999,1.4586000000000001,252
1.4585,1.4586000000000001,1.458,1.4581,203
1.4582,1.4584,1.4574,1.4579,234
1.458,1.4583,1.4576,1.4581,182
1.458,1.4584,1.4575,1.458,146
1.4579,1.4583,1.4571,1.4571,207
1.4572,1.4579,1.4571,1.4577,166
1.4578,1.4612,1.4577,1.4602,436
1.4603,1.4611,1.4596,1.4603,293
1.4604,1.4618,1.4599,1.461,352
1.4611,1.462,1.461,1.462,374
1.4619,1.4627,1.4592,1.4601,556
1.46,1.462,1.4597,1.4607,546
1.4606,1.4606,1.458,1.4583,562
1.4582,1.4596,1.458,1.4586999999999999,350
1.4588,1.4611,1.4586999999999999,1.4605000000000001,411
1.4606,1.4614,1.459,1.4607999999999999,312
1.4609,1.461,1.4582,1.4586000000000001,468
1.4585,1.4633,1.4583,1.4607999999999999,817
1.4607,1.4619,1.4553,1.4612,1062
1.4613,1.4622,1.4578,1.4584,869
1.4585,1.4592,1.4557,1.4574,555
1.4575,1.4588,1.457,1.4574,483
1.4573,1.4599,1.4573,1.4594,324
1.4593,1.4594,1.4579,1.4581,279
1.4582,1.4584,1.457,1.457,227
1.4597,1.45975,1.45712,1.4582,1007
